chr15	24185566	24185567	0.0	0.0
chr15	24189985	24189986	0.4028392041216129	0.0017801464430134075
chr15	24190426	24190427	0.0	0.0017801464430134075
chr15	24191056	24191057	4.1116074978540576e-71	0.0017801464430134075
chr15	24192982	24192983	1.3339185309677797e-63	0.0017801464430134075
chr15	24193582	24193583	1.2763613030623054e-54	0.0017801464430134075
chr15	24193847	24193848	0.0042981938084367295	0.0017812854643726433
chr15	24193867	24193868	0.167914466387969	0.0017846437537004027
chr15	24193993	24193994	0.372943509746257	0.001831634635928431
chr15	24194457	24194458	36.51116397455221	0.018772814720120656
chr15	24195127	24195128	61.254206520980794	0.059813133089177795
chr15	24195570	24195571	60.128408972132384	0.08645001826383243
chr15	24196012	24196013	0.1323030984273503	0.08650849623333733
chr15	24196424	24196425	8.683189390699992e-05	0.08650853200807762
chr15	24196452	24196453	4.734506519466893e-07	0.08650853202133424
chr15	24199507	24199508	0.8896397247135912	0.08922638138033426
chr15	24200208	24200209	0.19213098546763646	0.08936106520114707
chr15	24200435	24200436	0.2432325995796589	0.08941627900125165
chr15	24200518	24200519	0.7908466188419481	0.08948191927061554
chr15	24200734	24200735	31.80873274391306	0.09635260554330076
chr15	24202687	24202688	0.7908466188419481	0.09789712898989908
chr15	24203391	24203392	0.07398271533419924	0.09794921282149435
chr15	24205361	24205362	0.015086763078259988	0.09797893374475852
chr15	24206810	24206811	0.374752535691166	0.09852195016897503
chr15	24208888	24208889	2.5077875323629167e-10	0.09852195016949615
chr15	24213433	24213434	4.238230765045605e-11	0.09852195016968877
chr15	24214201	24214202	0.011456357080397408	0.09853074865192651
chr15	24216870	24216871	0.06607939384671954	0.09870711455410341
chr15	24216881	24216882	6.360276557044977	0.0987770775962309
chr15	24217026	24217027	34.30085818743004	0.10375070203340826
chr15	24217384	24217385	3.5440416498535914	0.10501946894405585
chr15	24217730	24217731	32.04225404309882	0.11610608884296804
chr15	24217998	24217999	3.5440416498535914	0.1170558920051288
chr15	24220152	24220153	0.4317852020203742	0.11798595733028068
chr15	24227585	24227586	0.0025379347930399128	0.11800482179959734
chr15	24231755	24231756	9.24546548478784e-31	0.11800482179959734
chr15	24232522	24232523	1.3449639328580223e-23	0.11800482179959734
chr15	24232689	24232690	0.0003430479707288817	0.11800487908860846
chr15	24233142	24233143	0.016337269685456516	0.11801227987177597
